product_id,current_price,recommended_price,price_change_pct,predicted_demand_current,predicted_demand_optimized,predicted_revenue_current,predicted_revenue_optimized,predicted_margin_current,predicted_margin_optimized,estimated_margin_uplift,high_demand_probability,pricing_segment_id,pricing_segment,pricing_action,business_recommendation,objective
SKU-14629,137.90372719016037,165.48447262819244,0.19999999999999996,118.15203094482422,92.6714096069336,16293.605442378424,15335.679346514611,5087.401050181746,6546.200663298044,1458.7996131162981,0.8731712102890015,3,Promotion-Sensitive,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommendation cannot fall below cost plus a 5% minimum markup.,Maximize Margin
SKU-12757,191.10327099668723,229.32392519602467,0.2,128.0912322998047,102.75285339355469,24478.653478489192,23563.687665301626,3144.2068638196556,6449.516571226668,3305.3097074070124,0.9254121780395508,1,Core / Stable Demand,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-06573,20.900419687026975,25.08050362443237,0.20000000000000004,61.39162063598633,52.71140670776367,1283.11063655886,1322.0286269829955,37.3721544628795,252.42617796762707,215.05402350474756,0.0037493351846933365,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-10634,23.967331199580364,28.760797439496436,0.19999999999999993,44.7171745300293,33.24552917480469,1071.7513322706516,956.1679303654267,218.1939860762163,321.58030372055134,103.38631764433504,0.0001038549016811885,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-07873,204.6421787205333,245.57061446463996,0.19999999999999996,194.8856658935547,160.4971466064453,39881.827269858964,39413.38291196618,6576.710728793234,11985.115431505183,5408.404702711949,0.9978852868080139,1,Core / Stable Demand,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommendation cannot fall below cost plus a 5% minimum markup.,Maximize Margin
SKU-04090,248.9857660611169,298.78291927334027,0.2,77.88916778564453,70.09595489501953,19393.29410897157,20943.474032786322,6518.5107248206195,9356.879118044877,2838.3683932242575,0.006025360897183418,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-03653,188.52204542110096,226.22645450532113,0.1999999999999999,173.20538330078125,140.21115112304688,32653.033137809085,31719.47160067667,7855.8365966808515,11645.941520966131,3790.1049242852796,0.9963411688804626,3,Promotion-Sensitive,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommendation cannot fall below cost plus a 5% minimum markup.,Maximize Margin
SKU-06955,125.76381876592686,150.9165825191122,0.19999999999999987,110.67212677001953,94.75655364990234,13918.549293544418,14300.33524813217,4562.704094286465,6289.9384713005265,1727.2343770140615,0.8288647532463074,2,Premium / High Value,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-04439,216.25822939120695,259.50987526944834,0.2,108.3356704711914,97.77005004882812,23428.480276009115,25372.29349325911,8690.212592496266,12071.400419142235,3381.18782664597,0.6265962719917297,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-09054,158.65132471281203,163.93970220323908,0.033333333333333236,84.99740600585938,80.95903015136719,13484.951059982315,13272.39929367819,7456.146498495336,7530.033812118933,73.88731362359704,0.010606275871396065,3,Promotion-Sensitive,Maintain Price,Maintain the current price because nearby alternatives do not create a material improvement in the selected objective.,Maximize Margin
SKU-07729,25.67526601014282,28.772515799880786,0.12063165337856364,77.2869644165039,63.04560852050781,1984.3633705101804,1813.9807672694096,616.4946031473095,698.1636373605814,81.66903421327197,0.010067973285913467,3,Promotion-Sensitive,Increase Price,Increase price by approximately 12.1%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommendation cannot fall below cost plus a 5% minimum markup.,Maximize Margin
SKU-00745,98.76411262313225,114.40176378846151,0.1583333333333332,47.695274353027344,41.909461975097656,4710.581447793584,4794.516369376632,2545.5859149244798,2892.1518439218185,346.5659289973387,0.00012917452841065824,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 15.8%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-05354,30.287253280995817,36.34470393719498,0.19999999999999996,57.093772888183594,45.92252731323242,1729.2135602320686,1669.0406592471822,565.2849032759965,732.8519501142196,167.56704683822306,0.00011507473391247913,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-00606,144.53856912490957,161.40140218948233,0.11666666666666646,79.73613739013672,66.21501922607422,11524.947205917562,10687.19694909191,4315.838048634551,4700.560060515838,384.72201188128656,0.03700306639075279,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 11.7%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-14741,23.73744334461014,28.484932013532166,0.2,101.26971435546875,72.20951843261719,2403.8841070377916,2056.883223282998,418.1398316747845,640.9649621632482,222.82513048846369,0.3799459934234619,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-11278,50.39855340278272,49.97856545775952,-0.00833333333333344,55.52104949951172,56.46675491333008,2798.180578179684,2822.1274066231313,1662.233822529035,1666.8317552597373,4.597932730702269,0.0032675473485141993,3,Promotion-Sensitive,Maintain Price,Maintain the current price because nearby alternatives do not create a material improvement in the selected objective.,Maximize Margin
SKU-05298,234.42316983400391,281.30780380080466,0.19999999999999984,96.10346221923828,83.13323211669922,22528.878245456275,23386.026949611176,8665.8312639695,11393.95220075848,2728.1209367889805,0.3004583418369293,1,Core / Stable Demand,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective.,Maximize Margin
SKU-04843,266.8204624978737,320.1845549974484,0.19999999999999996,92.7822494506836,73.11707305908203,24756.20271002448,23410.9575001381,10604.196838230786,12258.466011876673,1654.2691736458873,0.8750637769699097,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-13558,107.89701092434936,129.47641310921924,0.20000000000000004,72.2522201538086,69.57471466064453,7795.79858724398,9008.284497357663,2894.264160015727,4288.389960583968,1394.1258005682407,0.014743713662028313,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-05442,145.7855146778065,168.86822116845917,0.15833333333333313,68.17179870605469,56.050140380859375,9938.460760874006,9465.087502358145,4477.450350603666,4975.101820202432,497.6514695987653,0.08080185204744339,0,Value / Low Velocity,Increase Price,"Increase price by approximately 15.8%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-06276,131.41674106545847,157.70008927855017,0.20000000000000004,82.44698333740234,65.235107421875,10834.913860879573,10287.582264525498,3975.9488037657998,4860.515024568413,884.5662208026129,0.7395998239517212,1,Core / Stable Demand,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-02895,100.327049543902,120.3924594526824,0.19999999999999996,111.75161743164062,85.69859313964844,11211.710058675391,10317.464399717051,3382.177760655091,4313.256869636134,931.0791089810432,0.7542404532432556,3,Promotion-Sensitive,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommendation cannot fall below cost plus a 5% minimum markup.,Maximize Margin
SKU-05083,78.12722087805258,93.7526650536631,0.19999999999999993,55.14638137817383,43.50647735595703,4308.433518557912,4078.8481992178176,1909.1085025428526,2185.955558393427,276.8470558505744,0.0003784675500355661,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-14097,173.51026354798364,200.98272194308106,0.15833333333333338,81.3620834350586,65.65675354003906,14117.15653963005,13195.873040423074,7382.72851698935,7761.392232559103,378.66371556975264,0.4900324046611786,0,Value / Low Velocity,Increase Price,"Increase price by approximately 15.8%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-09897,22.328472512825023,26.794167015390027,0.19999999999999996,89.4863052368164,69.5645523071289,1998.092506754525,1863.9242328680475,198.2585221450993,464.7755582728759,266.5170361277766,0.044817857444286346,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-00909,176.23787582078953,211.48545098494742,0.19999999999999993,121.57913208007812,105.41392517089844,21426.84798192818,22293.511504860955,1020.563938453438,4600.454626003505,3579.890687550067,0.9967756867408752,1,Core / Stable Demand,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-01348,90.20066585437641,108.24079902525169,0.19999999999999996,96.2078857421875,77.34776306152344,8678.015354387078,8372.183676595145,5525.968479014837,5838.048631486273,312.0801524714361,0.33098071813583374,1,Core / Stable Demand,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-06559,122.110300513804,146.5323606165648,0.19999999999999996,80.2686538696289,61.9592399597168,9801.629445858902,9079.033693305493,4381.811159387738,4895.485003240979,513.6738438532402,0.4787549376487732,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-12243,20.671590105462844,24.805908126555412,0.19999999999999996,68.46114349365234,56.89529800415039,1415.2006964520558,1411.339535123946,116.95275539058031,332.4179787404197,215.4652233498394,0.03002321347594261,3,Promotion-Sensitive,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommendation cannot fall below cost plus a 5% minimum markup.,Maximize Margin
SKU-06426,42.560787421415384,45.75284647802153,0.07499999999999986,99.60982513427734,92.74933624267578,4239.472592624337,4243.546142049543,2184.994058632504,2330.566974626065,145.57291599356085,0.9582757353782654,3,Promotion-Sensitive,Increase Price,Increase price by approximately 7.5%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective.,Maximize Margin
SKU-07927,319.6311459869108,319.6311459869108,0.0,72.21356964111328,72.21356964111328,23081.706020194626,23081.706020194626,12758.115164267036,12758.115164267036,0.0,0.0015145058277994394,3,Promotion-Sensitive,Maintain Price,"Maintain the current price because nearby alternatives do not create a material improvement in the selected objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. A large competitor price gap limited the upward price range.",Maximize Margin
SKU-03435,31.985228104053334,34.384120211857336,0.07500000000000007,80.349609375,70.6449966430664,2570.0005839309574,2429.066056941453,1108.5864389525202,1144.16127433956,35.574835387039684,0.017857803031802177,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 7.5%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-06120,50.85061018669591,50.85061018669591,0.0,49.541839599609375,49.541839599609375,2519.232773411551,2519.232773411551,1541.6811394019321,1541.6811394019321,0.0,2.1139660020708106e-05,3,Promotion-Sensitive,Maintain Price,"Maintain the current price because nearby alternatives do not create a material improvement in the selected objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. A large competitor price gap limited the upward price range.",Maximize Margin
SKU-07421,51.35327797301184,44.50617424327693,-0.1333333333333333,95.1645736694336,131.15525817871094,4887.0128048295865,5837.21877342368,3045.457177466598,3299.1975913372103,253.74041387061243,0.3280686140060425,3,Promotion-Sensitive,Promotional Discount,"Use a controlled promotional discount of approximately 13.3%. Inventory is high relative to expected demand, so a temporary price reduction may improve sell-through.",Maximize Margin
SKU-14476,170.02653971709873,204.03184766051848,0.20000000000000004,119.14904022216797,101.83475494384766,20258.499019588635,20777.533207249355,8267.230149353401,10528.789914065865,2261.559764712463,0.9428861141204834,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-14525,96.92844569351304,116.31413483221564,0.19999999999999993,87.28681945800781,76.43184661865234,8460.575739594988,8890.104113077154,1448.289803743086,2749.8647685446426,1301.5749648015567,0.6547130346298218,3,Promotion-Sensitive,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommendation cannot fall below cost plus a 5% minimum markup.,Maximize Margin
SKU-11409,29.232934125761453,35.07952095091374,0.19999999999999984,38.1092643737793,36.17761993408203,1114.045615019918,1269.093576431825,346.58099198274135,540.5294358918682,193.9484439091268,1.7247268715436803e-06,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-01660,43.51275189025237,52.21530226830284,0.20000000000000004,63.156349182128906,55.18931198120117,2748.106552256118,2881.726607078087,1674.2417379712474,1943.327522446187,269.0857844749396,0.006196237169206142,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-00080,123.17857809938528,147.81429371926234,0.20000000000000004,107.94021606445312,102.93982696533203,13295.92233455976,15215.97781846363,4949.108851247054,7255.835000414663,2306.726149167609,0.9765174388885498,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-06455,29.007557002468275,31.183123777653392,0.0749999999999999,94.99066162109375,83.54278564453125,2755.4470316760526,2605.125025483383,1276.7898931787083,1304.669441165102,27.879547986393618,0.012491452507674694,1,Core / Stable Demand,Increase Price,Increase price by approximately 7.5%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective.,Maximize Margin
SKU-05141,26.679381192707563,32.015257431249076,0.2,65.10895538330078,46.56446075439453,1737.0666397300706,1490.7731981992354,439.5662109274152,562.830069022765,123.26385809534975,0.00016324881289619952,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-15730,108.85445504613097,130.62534605535714,0.19999999999999984,103.84928894042969,75.64795684814453,11304.45775453867,9881.540541669603,3639.6259288671113,4298.171862763291,658.5459338961796,0.4222213625907898,1,Core / Stable Demand,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-14826,124.40243086139171,149.28291703367003,0.19999999999999987,121.65959167480469,101.13028717041016,15134.748941950036,15097.024269251564,6514.888542842251,7931.7120605706195,1416.8235177283686,0.7073495388031006,3,Promotion-Sensitive,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective.,Maximize Margin
SKU-10913,29.045682643620008,34.85481917234401,0.19999999999999996,53.087158203125,43.53369140625,1541.9527496196174,1517.35894186947,407.5515021392091,587.1024446254704,179.5509424862613,6.289543671300635e-05,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-00468,85.13896729691788,102.16676075630146,0.19999999999999996,78.13103485107422,60.599815368652344,6651.995621059959,6191.286838645145,1702.6592206459893,2352.493808012282,649.8345873662927,0.3912360668182373,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-09239,149.2046026738173,179.04552320858076,0.19999999999999996,85.09850311279297,64.9817886352539,12697.08834508088,11634.698345228442,6043.750297529605,6554.164717606093,510.41442007648857,0.013334686867892742,3,Promotion-Sensitive,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-04408,70.5645586678666,84.67747040143992,0.19999999999999987,79.49848937988281,72.02616119384766,5609.775817853511,6098.9931326213755,2279.4721134402125,3081.715781698034,802.2436682578214,0.45318496227264404,0,Value / Low Velocity,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective.,Maximize Margin
SKU-04983,95.24837173277811,114.29804607933373,0.19999999999999998,62.19492721557617,59.40315246582031,5923.965547322277,6789.664257796017,3152.297346097338,4142.409310919949,990.1119648226113,0.04126804322004318,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely.",Maximize Margin
SKU-12070,26.766947446474077,32.12033693576889,0.1999999999999999,46.56110382080078,40.6306037902832,1246.298619021198,1305.068683647625,306.10795802839664,484.6303542397809,178.52239621138426,0.0024405699223279953,0,Value / Low Velocity,Increase Price,"Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective. The recommended price remains more than 10% above the competitor reference, so monitor conversion closely. Inventory may constrain realized sales; confirm replenishment capacity before publishing the price. The recommendation cannot fall below cost plus a 5% minimum markup.",Maximize Margin
SKU-12511,34.86423988086039,41.837087857032465,0.19999999999999996,49.70538330078125,39.99861145019531,1732.9404067685496,1673.425421401126,585.1122006649733,749.7521413926398,164.6399407276665,0.005214258097112179,3,Promotion-Sensitive,Increase Price,Increase price by approximately 20.0%. The model expects sufficient demand to support a higher price under the 'Maximize Margin' objective.,Maximize Margin
